listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,price_per_sqft
150141,15,2024-11-01,Office,17,562.64,166805.88,Available,,296.4699985781317
150175,15,2024-11-01,Office,22,1317.29,468522.56,Sold,C1652,355.6715377783176
150179,15,2024-11-01,Apartment,23,1279.23,356062.49,Sold,C0435,278.34125997670475
150195,15,2024-11-01,Apartment,23,1279.23,498655.74,Sold,C0811,389.80929152693415
150201,15,2024-11-01,Apartment,23,1279.23,381526.41,Available,,298.2469219765015
150238,15,2024-11-01,Office,28,1567.93,600656.79,Available,,383.08903458700325
150257,15,2024-11-01,Apartment,30,1523.22,463318.62,Sold,C1806,304.1705203450585
150292,15,2024-11-01,Apartment,35,745.49,210487.89,Sold,C0816,282.3483748943648
150356,15,2024-11-01,Apartment,43,1655.05,364678.48,Sold,C0068,220.34287785867497
150391,15,2024-11-01,Apartment,50,1841.5,627817.81,Sold,C0236,340.9274015748032
150432,15,2024-11-01,Apartment,54,1495.13,471331.07,Sold,C1015,315.2442061894283
150507,15,2024-11-01,Office,60,1033.2,310009.56,Available,,300.04796747967475
160011,16,2024-11-01,Apartment,2,1388.75,364283.73,Available,,262.3105166516651
160012,16,2024-11-01,Office,2,1388.75,508371.29,Sold,C0087,366.06393519351934
160025,16,2024-11-01,Apartment,4,1561.55,395742.9,Sold,C1492,253.42954116102592
160058,16,2024-11-01,Apartment,8,986.18,315292.46,Sold,C1380,319.71086414244866
160077,16,2024-11-01,Apartment,9,1524.04,459850.51,Sold,C0777,301.73126033437444
160093,16,2024-11-01,Apartment,10,1608.56,558250.19,Sold,C1286,347.0496531058835
160121,16,2024-11-01,Apartment,13,500.49,157919.68,Available,,315.5301404623469
160203,16,2024-11-01,Apartment,25,853.37,260928.85,Sold,C0905,305.76285784595194
160227,16,2024-11-01,Apartment,27,1164.55,369105.44,Sold,C0929,316.95113133828517
160247,16,2024-11-01,Apartment,29,489.49,174809.5,Sold,C1730,357.1257839792437
160285,16,2024-11-01,Office,34,743.19,252948.01,Sold,C1159,340.3544315720072
160326,16,2024-11-01,Apartment,38,431.83,127936.41,Sold,C0899,296.2656832549846
160338,16,2024-11-01,Apartment,41,1001.72,277637.08,Available,,277.16036417362136
160352,16,2024-11-01,Office,41,1001.72,303985.03,Sold,C1215,303.4630735135567
160378,16,2024-11-01,Apartment,43,1185.4,438939.75,Sold,C0238,370.2882993082504
170020,17,2024-11-01,Apartment,1,530.28,153669.57,Available,,289.7894885720752
170029,17,2024-11-01,Apartment,2,1738.5,472362.72,Sold,C1440,271.70705780845555
170039,17,2024-11-01,Office,4,448.67,149645.32,Sold,C0750,333.53092473310005
170046,17,2024-11-01,Office,6,1739.03,505829.95,Sold,C0511,290.86901893584354
170049,17,2024-11-01,Apartment,6,1739.03,486833.55,Sold,C0919,279.94545810020526
170079,17,2024-11-01,Apartment,10,1059.07,282046.7,Sold,C0815,266.3154465710482
170080,17,2024-11-01,Apartment,10,1059.07,363238.99,Sold,C1889,342.9792081732086
170091,17,2024-11-01,Apartment,11,596.22,186406.84,Sold,C1939,312.64774747576394
170105,17,2024-11-01,Apartment,13,916.9,250569.4,Sold,C1248,273.27887446831716
170130,17,2024-11-01,Apartment,15,1365.73,441846.2,Available,,323.52382974672884
170132,17,2024-11-01,Apartment,15,1365.73,445150.57,Sold,C1810,325.9433196898362
170151,17,2024-11-01,Apartment,16,1693.0,447263.48,Sold,C0584,264.1839810986415
170189,17,2024-11-01,Apartment,20,792.27,263038.44,Sold,C1536,332.006058540649
170256,17,2024-11-01,Apartment,30,1200.23,365284.07,Sold,C0704,304.3450588637178
170307,17,2024-11-01,Apartment,38,721.83,204844.07,Sold,C1217,283.7843675103556
170333,17,2024-11-01,Office,41,1422.93,472361.05,Available,,331.96365949133127
170336,17,2024-11-01,Office,41,1422.93,462947.81,Sold,C1914,325.34826730759767
170339,17,2024-11-01,Office,42,691.03,221164.52,Sold,C0715,320.0505332619423
170348,17,2024-11-01,Apartment,45,1574.3,480390.25,Sold,C0725,305.1453026742044
170424,17,2024-11-01,Apartment,49,1283.67,385520.65,Sold,C0635,300.326914238083
180022,18,2024-11-01,Apartment,3,524.48,158224.66,Sold,C1729,301.679110738255
180027,18,2024-11-01,Apartment,4,1096.58,290759.45,Sold,C0355,265.15115176275333
180034,18,2024-11-01,Apartment,4,1096.58,309174.78,Available,,281.94457312735966
180061,18,2024-11-01,Office,6,840.25,338265.11,Available,,402.57674501636416
180079,18,2024-11-01,Apartment,11,507.04,150284.25,Sold,C0337,296.3952548122436
180097,18,2024-11-01,Office,13,537.4,161031.99,Available,,299.6501488649051
180125,18,2024-11-01,Apartment,16,1360.96,346882.78,Sold,C1265,254.88095168116624
180159,18,2024-11-01,Apartment,21,1790.69,485944.71,Sold,C0078,271.37288419547775
180168,18,2024-11-01,Office,22,1108.09,303789.51,Available,,274.1559891344566
180222,18,2024-11-01,Apartment,28,514.67,135283.13,Available,,262.8541201158024
180255,18,2024-11-01,Apartment,30,1795.66,567788.73,Sold,C1431,316.20057806043457
180276,18,2024-11-01,Office,33,1191.96,468524.95,Sold,C0363,393.0710342628947
180278,18,2024-11-01,Apartment,34,684.02,220432.21,Sold,C1825,322.2598900616941
180280,18,2024-11-01,Apartment,35,799.05,235947.23,Sold,C0282,295.2846880670797
180296,18,2024-11-01,Apartment,36,1089.77,350287.08,Available,,321.43211870394674
180301,18,2024-11-01,Apartment,36,1089.77,308545.24,Sold,C0625,283.1287702909788
180325,18,2024-11-01,Apartment,38,1219.8,383353.46,Available,,314.27566814231847
180333,18,2024-11-01,Apartment,38,1219.8,405186.38,Available,,332.17443843252994
180343,18,2024-11-01,Apartment,39,662.88,193455.41,Sold,C0200,291.84077057687665
180347,18,2024-11-01,Apartment,40,990.46,330669.52,Sold,C0973,333.85449185227066
180354,18,2024-11-01,Apartment,40,990.46,295905.81,Sold,C0516,298.7559416836621
180387,18,2024-11-01,Office,44,1334.77,380861.11,Available,,285.33838039512426
180401,18,2024-11-01,Apartment,45,1627.52,485373.77,Sold,C1459,298.229066309477
180407,18,2024-11-01,Apartment,45,1627.52,588706.93,Available,,361.72024306920963
180439,18,2024-11-01,Apartment,49,1457.92,433115.11,Sold,C0063,297.0774185140474
180464,18,2024-11-01,Apartment,52,1424.54,407789.69,Sold,C0668,286.26061044266925
180475,18,2024-11-01,Apartment,53,1806.7,516252.84,Sold,C0589,285.7435324071512
180479,18,2024-11-01,Apartment,53,1806.7,555330.51,Sold,C0883,307.37283998450215
180489,18,2024-11-01,Apartment,54,1756.12,492343.42,Sold,C0035,280.3586429173405
180499,18,2024-11-01,Apartment,55,930.04,267387.07,Sold,C1180,287.50061287686555
180503,18,2024-11-01,Apartment,56,1311.59,368548.96,Available,,280.99403014661596
180522,18,2024-11-01,Apartment,58,955.23,260867.71,Sold,C0223,273.0941343969515
180563,18,2024-11-01,Apartment,66,1631.24,406624.17,Available,,249.27304994973147
190025,19,2024-11-01,Apartment,5,1408.42,411233.36,Sold,C0161,291.9820508087076
190034,19,2024-11-01,Apartment,6,1067.81,326716.56,Sold,C0062,305.9688146767684
190072,19,2024-11-01,Apartment,10,747.71,216518.11,Sold,C1580,289.5749822792259
190077,19,2024-11-01,Apartment,11,1869.93,619787.84,Sold,C0112,331.4497548036557
190096,19,2024-11-01,Apartment,14,630.47,168270.43,Sold,C0962,266.89680714387674
190106,19,2024-11-01,Apartment,14,630.47,195542.61,Available,,310.15371072374575
190136,19,2024-11-01,Office,18,1599.44,510826.71,Available,,319.37847621667584
190154,19,2024-11-01,Apartment,19,1697.73,550990.78,Available,,324.5455873430993
190179,19,2024-11-01,Apartment,22,935.25,256486.59,Sold,C1491,274.2438813151564
190190,19,2024-11-01,Apartment,23,1592.45,451808.0,Available,,283.7187980784326
190210,19,2024-11-01,Apartment,25,996.38,296420.21,Sold,C0311,297.4971496818483
190218,19,2024-11-01,Apartment,26,668.24,180602.57,Available,,270.26602717586496
190220,19,2024-11-01,Office,26,668.24,213075.1,Sold,C1330,318.8601400694361
190232,19,2024-11-01,Apartment,28,1599.78,516197.37,Available,,322.66772306192104
190239,19,2024-11-01,Office,28,1599.78,662403.71,Sold,C1821,414.0592518971358
190242,19,2024-11-01,Office,28,1599.78,463547.14,Sold,C0502,289.75680406055835
190249,19,2024-11-01,Office,29,1657.84,575177.72,Sold,C1764,346.94404767649473
190288,19,2024-11-01,Apartment,33,1454.84,418163.55,Sold,C1120,287.42923620466854
190298,19,2024-11-01,Office,35,1099.62,354463.37,Sold,C0887,322.350784816573
190300,19,2024-11-01,Apartment,36,855.94,244636.06,Available,,285.80982311844286
190311,19,2024-11-01,Apartment,37,1565.26,539294.72,Sold,C0481,344.54002529931125
190335,19,2024-11-01,Apartment,40,893.49,268225.04,Sold,C0462,300.1992635619872
190347,19,2024-11-01,Office,41,1657.19,520340.47,Sold,C0487,313.9896270192313
190359,19,2024-11-01,Apartment,42,1137.59,336636.28,Sold,C0268,295.9205689220194
190364,19,2024-11-01,Office,42,1137.59,361288.82,Available,,317.59141694283534
190383,19,2024-11-01,Apartment,43,1697.72,454489.63,Available,,267.70588200645574
190410,19,2024-11-01,Office,46,1926.19,578726.68,Sold,C1326,300.45150270741726
200036,20,2024-11-01,Office,3,1645.93,564116.06,Sold,C1767,342.73393157667704
200063,20,2024-11-01,Apartment,8,1268.45,430028.88,Sold,C1600,339.01918089006267
200079,20,2024-11-01,Apartment,11,1722.28,426159.42,Available,,247.43910397844718
200080,20,2024-11-01,Apartment,11,1722.28,420273.62,Sold,C1687,244.02165733794737
200082,20,2024-11-01,Apartment,11,1722.28,531069.6,Sold,C1434,308.35264881436234
200089,20,2024-11-01,Apartment,12,856.15,251932.36,Available,,294.2619400805933
200101,20,2024-11-01,Apartment,14,837.37,221887.98,Sold,C1910,264.9820031766125
200128,20,2024-11-01,Apartment,16,645.44,189778.78,Sold,C1371,294.03008800198313
200133,20,2024-11-01,Apartment,16,645.44,209532.6,Available,,324.6352875557759
200151,20,2024-11-01,Office,18,1868.01,556002.13,Available,,297.6440864877597
200167,20,2024-11-01,Apartment,18,1868.01,632746.53,Available,,338.72759246470844
200191,20,2024-11-01,Apartment,21,954.87,239906.9,Available,,251.24561458627875
200203,20,2024-11-01,Apartment,24,1188.07,359309.12,Sold,C1983,302.43093420421354
200225,20,2024-11-01,Office,28,463.13,150726.44,Available,,325.45168743117483
200232,20,2024-11-01,Apartment,29,1844.16,579944.58,Sold,C1550,314.47628188443514
200239,20,2024-11-01,Apartment,30,1703.94,477371.12,Available,,280.15723558341256
200248,20,2024-11-01,Office,30,1703.94,515916.62,Sold,C1293,302.778630702959
200266,20,2024-11-01,Office,30,1703.94,411253.4,Sold,C0532,241.35439041280796
200280,20,2024-11-01,Apartment,31,1414.44,441780.05,Available,,312.33565934221315
200308,20,2024-11-01,Apartment,33,630.53,159563.73,Sold,C0781,253.0628677461818
200319,20,2024-11-01,Office,34,858.93,297822.29,Sold,C0191,346.7363929540242
200324,20,2024-11-01,Apartment,36,1484.99,487337.89,Sold,C0530,328.1758732382036
200364,20,2024-11-01,Apartment,40,428.03,127354.14,Available,,297.5355465738383
200375,20,2024-11-01,Apartment,40,428.03,110458.66,Sold,C1873,258.0628927878887
200396,20,2024-11-01,Apartment,45,1532.67,465402.48,Sold,C1866,303.6547201941709
200398,20,2024-11-01,Apartment,45,1532.67,430163.14,Sold,C1957,280.662595340158
200422,20,2024-11-01,Apartment,48,860.8,260547.09,Sold,C1142,302.6801696096654
200428,20,2024-11-01,Apartment,48,860.8,287022.15,Sold,C0144,333.43651254646846
200448,20,2024-11-01,Apartment,50,493.06,163085.03,Sold,C1851,330.7610229992293
200458,20,2024-11-01,Apartment,51,1062.33,280856.5,Available,,264.37782986454306
200489,20,2024-11-01,Apartment,56,1333.01,344381.29,Available,,258.3486170396321
990018,4,2024-11-01,Apartment,49,1325.31,377043.6,Available,,284.4946465355275
990022,5,2024-11-01,Apartment,34,798.28,212916.36,Available,,266.718895625595
1020,1,2024-12-01,Apartment,20,1160.36,398903.42,Sold,C0005,343.77556965079805
1035,1,2024-12-01,Apartment,35,827.87,238811.06,Sold,C0132,288.4644449007694
2006,2,2024-12-01,Apartment,6,1307.45,396973.83,Sold,C0009,303.6244827718077
2011,2,2024-12-01,Apartment,11,649.69,225401.62,Sold,C0091,346.9371854268959
2035,2,2024-12-01,Apartment,35,785.48,192092.24,Sold,C0028,244.5539542700005
2048,2,2024-12-01,Apartment,48,785.48,220865.0,Sold,C0043,281.1847532718847
3053,3,2024-12-01,Apartment,53,670.24,190119.5,Sold,C0122,283.65883862497014
4021,4,2024-12-01,Apartment,21,789.25,256376.28,Available,,324.83532467532467
4027,4,2024-12-01,Apartment,27,789.25,233172.49,Available,,295.4355273994298
4051,4,2024-12-01,Apartment,51,1608.84,496266.41,Sold,C0001,308.4622523060093
5009,5,2024-12-01,Apartment,9,798.5,227072.88,Available,,284.3743018159048
10028,1,2024-12-01,Office,3,788.73,261844.74,Available,,331.9827317332927
10034,1,2024-12-01,Apartment,4,633.61,199203.79,Available,,314.394959044207
10039,1,2024-12-01,Apartment,5,753.87,189843.68,Sold,C1897,251.8254871529574
10044,1,2024-12-01,Office,5,753.87,232407.25,Sold,C0209,308.2855797418653
10049,1,2024-12-01,Apartment,6,740.75,200107.88,Sold,C1008,270.1422612217347
10077,1,2024-12-01,Apartment,10,1439.52,493851.26,Sold,C1907,343.06661942869846
10089,1,2024-12-01,Apartment,12,621.14,193074.48,Sold,C0254,310.8389091026178
10098,1,2024-12-01,Apartment,13,719.47,199968.31,Available,,277.9383574019764
10121,1,2024-12-01,Apartment,15,765.0,296667.95,Sold,C1170,387.80124183006535
10131,1,2024-12-01,Apartment,16,612.76,213430.42,Sold,C1917,348.3099745414192
10134,1,2024-12-01,Office,17,608.25,239307.41,Available,,393.4359391697493
10219,1,2024-12-01,Apartment,25,1154.92,354701.55,Sold,C1243,307.12218162296955
10225,1,2024-12-01,Apartment,26,828.98,263940.6,Sold,C1649,318.3919998069917
10231,1,2024-12-01,Apartment,26,828.98,268587.6,Available,,323.9976839006972
10240,1,2024-12-01,Apartment,28,1946.26,530674.29,Sold,C1459,272.66361637191335
10242,1,2024-12-01,Apartment,28,1946.26,605564.38,Sold,C1446,311.14259143177173
10258,1,2024-12-01,Apartment,29,757.2,230266.96,Available,,304.1032223983095
10260,1,2024-12-01,Apartment,29,757.2,243084.29,Sold,C1919,321.0304939249868
10267,1,2024-12-01,Apartment,29,757.2,261721.6,Sold,C1333,345.6439513998943
10295,1,2024-12-01,Apartment,31,619.78,181475.71,Sold,C0611,292.80665720094225
10319,1,2024-12-01,Apartment,34,1469.14,395086.1,Sold,C0883,268.9233837483153
10357,1,2024-12-01,Apartment,38,1355.85,405898.92,Sold,C0041,299.36860272154
10366,1,2024-12-01,Apartment,40,784.22,252147.89,Sold,C0161,321.52698222437584
10381,1,2024-12-01,Apartment,44,779.24,270937.97,Available,,347.6951516862584
10389,1,2024-12-01,Apartment,45,767.46,234640.23,Sold,C1169,305.73610351028066
20032,2,2024-12-01,Apartment,4,1281.85,393085.72,Available,,306.65500643601047
20038,2,2024-12-01,Apartment,4,1281.85,391902.09,Sold,C0037,305.7316300659204
20074,2,2024-12-01,Apartment,9,584.19,199444.82,Sold,C1668,341.40402951094677
20083,2,2024-12-01,Office,10,788.79,259489.79,Sold,C0074,328.971957048137
20090,2,2024-12-01,Apartment,10,788.79,204957.28,Sold,C1808,259.83757400575564
20133,2,2024-12-01,Apartment,16,1117.38,401500.38,Sold,C0289,359.3230414004188
20136,2,2024-12-01,Apartment,17,1397.4,427677.52,Sold,C0561,306.05232574781735
20139,2,2024-12-01,Apartment,17,1397.4,407127.6,Available,,291.3465006440532
20164,2,2024-12-01,Apartment,19,795.52,238133.99,Sold,C1761,299.34381285197105
20189,2,2024-12-01,Apartment,22,653.41,187636.65,Available,,287.16525611790456
20216,2,2024-12-01,Apartment,24,785.12,234080.49,Sold,C1370,298.1461305278174
20242,2,2024-12-01,Apartment,26,1577.79,527169.72,Sold,C0341,334.11906527484643
20251,2,2024-12-01,Apartment,28,650.67,201418.27,Sold,C0067,309.55518158206155
20254,2,2024-12-01,Apartment,28,650.67,203858.66,Sold,C0407,313.30576175326973
20297,2,2024-12-01,Office,35,1391.68,387396.64,Sold,C0464,278.36617613244425
20310,2,2024-12-01,Apartment,36,641.72,175163.42,Sold,C1050,272.95926572336845
20327,2,2024-12-01,Apartment,39,788.77,221263.52,Available,,280.517159628282
20341,2,2024-12-01,Apartment,41,654.93,174694.61,Sold,C1848,266.7378345777411
20356,2,2024-12-01,Apartment,42,786.45,272856.66,Sold,C0605,346.94724394430665
20378,2,2024-12-01,Apartment,45,782.2,244301.69,Sold,C0338,312.32637432881614
20416,2,2024-12-01,Apartment,47,708.32,210817.61,Sold,C1774,297.6304636322566
20419,2,2024-12-01,Office,47,708.32,232550.78,Available,,328.31316354190193
20434,2,2024-12-01,Apartment,50,1604.8,507541.5,Sold,C1033,316.2646435692921
20451,2,2024-12-01,Apartment,52,914.01,314302.72,Sold,C0026,343.8722989901642
20454,2,2024-12-01,Office,53,781.27,260279.37,Sold,C0107,333.1490649839364
20477,2,2024-12-01,Apartment,55,579.26,165052.35,Sold,C0140,284.9365569865
20481,2,2024-12-01,Apartment,55,579.26,173779.21,Sold,C0648,300.0020888720091
20483,2,2024-12-01,Apartment,56,722.22,219431.86,Sold,C1556,303.8296640912741
30079,3,2024-12-01,Apartment,7,744.01,204992.11,Sold,C1958,275.5233262993777
30083,3,2024-12-01,Apartment,8,1152.39,376093.9,Available,,326.3599128767171
30129,3,2024-12-01,Apartment,11,1283.1,361971.44,Sold,C1590,282.10695970695974
30137,3,2024-12-01,Apartment,13,754.84,220531.2,Available,,292.15621853637856
30175,3,2024-12-01,Apartment,19,1602.22,535348.43,Sold,C1151,334.1291645342088
30187,3,2024-12-01,Apartment,20,802.97,271251.53,Sold,C1066,337.8102917917233
30239,3,2024-12-01,Apartment,27,1117.14,266757.35,Sold,C1579,238.78596236819016
30246,3,2024-12-01,Apartment,28,679.93,195873.81,Sold,C0191,288.0793758180989
30261,3,2024-12-01,Apartment,29,666.0,215208.07,Available,,323.13524024024025
30317,3,2024-12-01,Office,39,1598.95,427479.02,Sold,C0693,267.34983582976326
30319,3,2024-12-01,Apartment,39,1598.95,473117.57,Sold,C1340,295.89266080865565
30329,3,2024-12-01,Office,40,678.71,213999.9,Sold,C1337,315.30388531184155
30334,3,2024-12-01,Apartment,41,965.5,304008.75,Sold,C0541,314.87182806835835
30352,3,2024-12-01,Apartment,43,928.43,290577.04,Sold,C1142,312.9767887724438
30361,3,2024-12-01,Apartment,44,673.86,190741.67,Sold,C0504,283.05830587955955
30362,3,2024-12-01,Apartment,44,673.86,209364.49,Available,,310.69434303861334
30366,3,2024-12-01,Apartment,45,1598.85,470911.04,Sold,C1447,294.53109422397347
30397,3,2024-12-01,Apartment,49,1174.48,316007.47,Sold,C1185,269.06160173012734
30462,3,2024-12-01,Apartment,55,688.14,177394.92,Sold,C1548,257.7889964251461
30502,3,2024-12-01,Apartment,58,1588.14,459626.95,Available,,289.4121110229577
30504,3,2024-12-01,Apartment,58,1588.14,519834.8,Available,,327.323031974511
40066,4,2024-12-01,Apartment,7,786.36,235332.62,Sold,C1806,299.2682995065873
40070,4,2024-12-01,Office,7,786.36,229822.2,Sold,C1345,292.2607965817183
40080,4,2024-12-01,Apartment,10,1614.62,557392.74,Sold,C1719,345.2160508354907
40121,4,2024-12-01,Apartment,14,1322.66,361289.62,Available,,273.1538112591293
40218,4,2024-12-01,Apartment,26,790.05,224595.39,Sold,C0114,284.2799696221758
40228,4,2024-12-01,Apartment,26,790.05,240880.7,Sold,C0774,304.89298145686985
40268,4,2024-12-01,Office,31,793.1,257496.93,Sold,C0042,324.6714537889295
40278,4,2024-12-01,Apartment,33,734.73,189152.52,Sold,C0046,257.4449389571679
40293,4,2024-12-01,Apartment,34,795.1,212131.44,Sold,C0729,266.7984404477424
40353,4,2024-12-01,Apartment,42,738.34,254680.1,Available,,344.93607281198365
40366,4,2024-12-01,Apartment,43,1616.99,506566.27,Available,,313.27730536366954
40374,4,2024-12-01,Apartment,44,799.67,226191.71,Available,,282.85631573023875
40384,4,2024-12-01,Apartment,45,1160.48,323933.82,Available,,279.1377878119399
40398,4,2024-12-01,Apartment,45,1160.48,336264.83,Available,,289.76357197021923
40404,4,2024-12-01,Apartment,46,800.23,216829.01,Available,,270.95836197093337
40432,4,2024-12-01,Apartment,50,791.37,273481.02,Available,,345.5792107358126
50010,5,2024-12-01,Apartment,2,795.91,211632.57,Available,,265.90012689877
50031,5,2024-12-01,Apartment,6,775.85,201788.02,Sold,C0187,260.08638267706385
50032,5,2024-12-01,Apartment,7,625.24,207450.34,Available,,331.79313543599255
50051,5,2024-12-01,Apartment,8,782.15,207569.34,Sold,C1675,265.3830339448955
50072,5,2024-12-01,Apartment,10,629.27,200300.4,Sold,C0946,318.30597358844375
50111,5,2024-12-01,Apartment,13,791.13,259068.93,Sold,C0629,327.4669523340033
50120,5,2024-12-01,Apartment,15,1050.95,306423.34,Sold,C0991,291.56795280460534
50139,5,2024-12-01,Apartment,18,1267.03,391039.93,Available,,308.62720693274827
50171,5,2024-12-01,Apartment,23,1006.65,309187.49,Sold,C0188,307.14497591019716
50174,5,2024-12-01,Apartment,23,1006.65,302949.76,Sold,C0718,300.9484527889535
50175,5,2024-12-01,Office,23,1006.65,271409.35,Sold,C0137,269.61640093379026
50184,5,2024-12-01,Apartment,23,1006.65,349312.79,Available,,347.0052053841951
50187,5,2024-12-01,Apartment,23,1006.65,290605.38,Available,,288.685620622858
50192,5,2024-12-01,Apartment,24,807.02,231022.58,Available,,286.2662387549255
50230,5,2024-12-01,Apartment,31,1008.52,278817.56,Available,,276.46210288343315
50252,5,2024-12-01,Office,33,1787.13,664530.42,Sold,C1215,371.8422386731799
50276,5,2024-12-01,Office,36,627.56,184184.3,Sold,C0789,293.49273376250875
50311,5,2024-12-01,Apartment,41,630.83,174843.11,Sold,C1959,277.16359399521264
50312,5,2024-12-01,Apartment,41,630.83,167124.56,Sold,C0900,264.92804717594277
50356,5,2024-12-01,Apartment,44,806.03,260684.22,Available,,323.41751547709146
50380,5,2024-12-01,Office,46,1272.95,433722.55,Available,,340.72237715542633
50422,5,2024-12-01,Office,48,788.04,300501.51,Sold,C1277,381.32773717070205
50443,5,2024-12-01,Office,52,1755.18,569679.58,Sold,C1276,324.57046000979955
60013,6,2024-12-01,Apartment,1,1720.95,582011.89,Sold,C1026,338.1922136029519
60016,6,2024-12-01,Office,1,1720.95,607591.51,Available,,353.0558761149365
60123,6,2024-12-01,Apartment,10,942.08,254290.0,Available,,269.9239979619565
60157,6,2024-12-01,Office,13,581.47,203255.63,Available,,349.55480076358197
60227,6,2024-12-01,Apartment,21,833.23,240771.42,Sold,C1269,288.96153523036855
60231,6,2024-12-01,Apartment,22,1656.54,493038.86,Sold,C1922,297.6317263694206
60236,6,2024-12-01,Apartment,23,1243.4,365713.38,Sold,C0854,294.1236770146373
60264,6,2024-12-01,Apartment,28,1723.12,545741.02,Sold,C0565,316.7167811876132
60306,6,2024-12-01,Apartment,33,1131.0,376815.49,Sold,C0643,333.1701945181255
60319,6,2024-12-01,Apartment,35,999.85,294335.41,Sold,C0152,294.3795669350402
60327,6,2024-12-01,Apartment,37,1721.96,499912.08,Sold,C0779,290.31573323422145
60366,6,2024-12-01,Apartment,41,940.72,281317.87,Sold,C1082,299.0452738328089
60372,6,2024-12-01,Apartment,42,1766.89,599850.78,Sold,C0644,339.4952600331656
60413,6,2024-12-01,Apartment,50,1579.99,416694.88,Available,,263.732605902569
60421,6,2024-12-01,Apartment,51,1476.63,381644.71,Available,,258.4565598694324
60425,6,2024-12-01,Apartment,51,1476.63,485832.54,Sold,C1916,329.0144044208772
60432,6,2024-12-01,Apartment,51,1476.63,476404.88,Available,,322.62982602276804
60444,6,2024-12-01,Apartment,53,1170.96,319044.27,Sold,C1223,272.463850174216
60446,6,2024-12-01,Apartment,53,1170.96,391496.99,Sold,C0843,334.33848295415726
60450,6,2024-12-01,Apartment,53,1170.96,286069.52,Sold,C0459,244.30340916854547
60457,6,2024-12-01,Apartment,53,1170.96,330774.86,Sold,C1854,282.48177563708407
60475,6,2024-12-01,Apartment,55,562.37,172351.28,Available,,306.4731048953536
70039,7,2024-12-01,Apartment,7,1071.02,328219.18,Available,,306.45476274952847
70057,7,2024-12-01,Apartment,9,926.11,231116.53,Available,,249.55624061936487
70083,7,2024-12-01,Apartment,12,804.65,225540.1,Available,,280.29590505188594
70091,7,2024-12-01,Apartment,13,604.6,157057.02,Sold,C0799,259.77012901091626
70184,7,2024-12-01,Apartment,21,1528.62,433359.3,Available,,283.4970757938533
70200,7,2024-12-01,Apartment,23,1222.69,406088.62,Sold,C1904,332.1272113127612
70214,7,2024-12-01,Apartment,24,852.99,264681.72,Sold,C1284,310.29873738261875
70236,7,2024-12-01,Apartment,26,717.0,173398.4,Sold,C0428,241.83877266387725
70257,7,2024-12-01,Apartment,28,694.55,197254.69,Sold,C0063,284.00358505507165
70262,7,2024-12-01,Apartment,29,441.65,159881.5,Sold,C0094,362.00950979282237
70266,7,2024-12-01,Office,30,1237.23,383676.59,Sold,C0711,310.109349110513
70267,7,2024-12-01,Office,30,1237.23,348872.01,Sold,C1995,281.9782982953857
70291,7,2024-12-01,Apartment,35,613.21,191074.27,Sold,C0121,311.5967939205166
70296,7,2024-12-01,Apartment,35,613.21,166487.84,Sold,C0724,271.5021607605877
70298,7,2024-12-01,Apartment,35,613.21,209673.07,Available,,341.92702336882957
70311,7,2024-12-01,Apartment,37,1171.04,386845.88,Sold,C1196,330.34386528214236
70322,7,2024-12-01,Apartment,38,1755.26,558904.53,Sold,C1507,318.41694677711564
70326,7,2024-12-01,Apartment,38,1755.26,592648.66,Available,,337.6415231931452
70328,7,2024-12-01,Apartment,38,1755.26,570156.97,Sold,C1503,324.8276437678748
70370,7,2024-12-01,Apartment,43,498.61,139398.8,Sold,C1212,279.57481799402336
70372,7,2024-12-01,Apartment,43,498.61,146361.74,Sold,C0989,293.5395198652253
70377,7,2024-12-01,Apartment,43,498.61,144307.67,Sold,C1618,289.4199273981669
70384,7,2024-12-01,Apartment,43,498.61,155195.53,Sold,C1428,311.25635266039586
70385,7,2024-12-01,Apartment,44,1859.83,575207.87,Sold,C0698,309.2798105203164
70404,7,2024-12-01,Apartment,47,1033.08,302499.83,Sold,C0667,292.81355751732684
70410,7,2024-12-01,Apartment,48,533.35,175165.7,Sold,C1546,328.4254242054936
70426,7,2024-12-01,Apartment,49,1383.05,396729.97,Sold,C1571,286.851502114891
70449,7,2024-12-01,Apartment,53,884.87,194671.4,Sold,C0739,220.0
70463,7,2024-12-01,Apartment,54,1940.69,629574.18,Sold,C0116,324.40739118560924
70482,7,2024-12-01,Office,56,1589.6,426772.21,Available,,268.47773653749374
70483,7,2024-12-01,Apartment,56,1589.6,517811.18,Sold,C1046,325.7493583291394
70485,7,2024-12-01,Apartment,57,1347.67,431607.68,Sold,C1498,320.2621413253986
70500,7,2024-12-01,Apartment,58,1629.83,485419.29,Sold,C0040,297.8343078726002
80014,8,2024-12-01,Apartment,2,1097.36,344860.78,Available,,314.2640336808341
80031,8,2024-12-01,Apartment,4,1934.75,474239.63,Sold,C0679,245.1167489339708
80085,8,2024-12-01,Apartment,9,1869.81,629874.36,Available,,336.8654355255347
80097,8,2024-12-01,Apartment,11,742.87,234850.32,Sold,C1697,316.1391898986364
80112,8,2024-12-01,Apartment,14,685.93,163848.69,Available,,238.8708614581663
80160,8,2024-12-01,Apartment,21,1501.64,446866.23,Available,,297.5854598971791
